id,run_id,record_id,attributes,metadata,true_type,pred_type,true_subtype,pred_subtype,created_at
8702,5,REC-000702,"{""sku"":""SKU-JJ0SUK6G"",""upc"":""437917362700"",""name"":""Item_5sm5yg"",""size"":""M"",""tags"":[""furniture"",""electronics"",""books"",""home""],""brand"":""BrandB"",""color"":""professional"",""price"":13.79,""rating"":""2.3"",""weight"":6.72,""material"":""Glass"",""inventory"":532,""dimensions"":{""width"":389,""height"":450,""length"":180},""createdDate"":""2025-06-21T17:41:38.899Z"",""description"":""A large furniture product"",""lastModified"":""2026-03-22T12:23:14.956Z""}","{""region"":""LATAM"",""source"":""API"",""status"":""Review"",""verified"":true,""confidence"":""43.21"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-11T10:14:47.615Z""}",Support,Support,Callback,Chat,1774629224642
8703,5,REC-000703,"{""sku"":""SKU-JAMUP3ZV"",""upc"":""579361790705"",""name"":""Item_92uf53"",""size"":""S"",""tags"":[""music"",""home""],""brand"":""Premium"",""color"":""premium"",""price"":43.79,""rating"":""1.1"",""weight"":46.88,""material"":""Wool"",""inventory"":938,""dimensions"":{""width"":256,""height"":296,""length"":332},""createdDate"":""2025-08-19T13:13:17.172Z"",""description"":""A small music product"",""lastModified"":""2026-03-17T15:52:41.784Z""}","{""region"":""US"",""source"":""Web Scrape"",""status"":""Inactive"",""verified"":false,""confidence"":""26.97"",""department"":""Finance"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-04T16:40:38.446Z""}",Transaction,Complaint,Trial,Support,1774629224642
8704,5,REC-000704,"{""sku"":""SKU-364703TE"",""upc"":""856138802798"",""name"":""Item_1l1vlq"",""size"":""XL"",""tags"":[""clothing"",""home"",""electronics""],""brand"":""BrandA"",""color"":""deluxe"",""price"":0.64,""rating"":""1.4"",""weight"":80.45,""material"":""Glass"",""inventory"":146,""dimensions"":{""width"":403,""height"":311,""length"":450},""createdDate"":""2025-06-05T10:39:47.027Z"",""description"":""A professional clothing product"",""lastModified"":""2026-03-09T19:47:21.226Z""}","{""region"":""APAC"",""source"":""Import"",""status"":""Active"",""verified"":false,""confidence"":""59.99"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-14T09:04:00.040Z""}",Return,Return,Damaged in Transit,Duplicate,1774629224642
8705,5,REC-000705,"{""sku"":""SKU-X2Z85VUJ"",""upc"":""102468772674"",""name"":""Item_ry26xa"",""size"":""One Size"",""tags"":[""sports"",""art"",""food"",""clothing"",""sports""],""brand"":""Luxury"",""color"":""deluxe"",""price"":94.1,""rating"":""2.3"",""weight"":0.06,""material"":""Metal"",""inventory"":137,""dimensions"":{""width"":294,""height"":207,""length"":287},""createdDate"":""2026-02-22T10:02:08.921Z"",""description"":""A large home product"",""lastModified"":""2026-03-25T03:25:33.393Z""}","{""region"":""US"",""source"":""Manual Entry"",""status"":""Active"",""verified"":true,""confidence"":""51.42"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-18T05:31:47.038Z""}",User,Feedback,Free,Improvement,1774629224642
8706,5,REC-000706,"{""sku"":""SKU-LOMZHY6G"",""upc"":""526274213228"",""name"":""Item_3pfg8"",""size"":""S"",""tags"":[""toys"",""electronics""],""brand"":""Generic"",""color"":""red"",""price"":72.85,""rating"":""3.9"",""weight"":70.03,""material"":""Nylon"",""inventory"":497,""dimensions"":{""width"":380,""height"":142,""length"":460},""createdDate"":""2025-08-14T09:50:07.202Z"",""description"":""A professional home product"",""lastModified"":""2026-03-24T16:33:02.875Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Review"",""verified"":false,""confidence"":""83.51"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-19T19:02:57.468Z""}",Transaction,System,Purchase,Authentication,1774629224642
8707,5,REC-000707,"{""sku"":""SKU-6E6SCUQX"",""upc"":""952194527877"",""name"":""Item_3jyjjl"",""size"":""One Size"",""tags"":[""clothing"",""music"",""books""],""brand"":""Luxury"",""color"":""basic"",""price"":57.96,""rating"":""2.0"",""weight"":9.54,""material"":""Cotton"",""inventory"":909,""dimensions"":{""width"":278,""height"":399,""length"":315},""createdDate"":""2025-07-06T02:55:24.312Z"",""description"":""A consumer clothing product"",""lastModified"":""2026-03-13T07:40:37.198Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":true,""confidence"":""2.70"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-02-27T03:00:57.698Z""}",Alert,Alert,Debug,Reminder,1774629224642
8708,5,REC-000708,"{""sku"":""SKU-79K8BM2L"",""upc"":""686212681885"",""name"":""Item_h0aube"",""size"":""M"",""tags"":[""furniture"",""books"",""sports""],""brand"":""Store Brand"",""color"":""standard"",""price"":85.16,""rating"":""3.5"",""weight"":30.61,""material"":""Nylon"",""inventory"":230,""dimensions"":{""width"":131,""height"":49,""length"":255},""createdDate"":""2025-09-03T12:54:26.103Z"",""description"":""A consumer home product"",""lastModified"":""2026-03-07T03:30:58.029Z""}","{""region"":""EU"",""source"":""User Submission"",""status"":""Review"",""verified"":false,""confidence"":""12.56"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-22T19:49:24.722Z""}",User,Analytics,Vendor,Click,1774629224642
8709,5,REC-000709,"{""sku"":""SKU-GUG3AHP9"",""upc"":""347365450305"",""name"":""Item_xi14m"",""size"":""XXL"",""tags"":[""toys"",""art"",""home"",""music""],""brand"":""Store Brand"",""color"":""red"",""price"":72.87,""rating"":""0.5"",""weight"":43.76,""material"":""Nylon"",""inventory"":875,""dimensions"":{""width"":370,""height"":399,""length"":45},""createdDate"":""2026-01-04T03:38:14.069Z"",""description"":""A premium toys product"",""lastModified"":""2026-03-03T01:28:22.488Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Pending"",""verified"":false,""confidence"":""84.31"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-21T06:07:46.229Z""}",Payment,Payment,Digital Wallet,Subscription,1774629224642
8710,5,REC-000710,"{""sku"":""SKU-0UTJKXPL"",""upc"":""786568029276"",""name"":""Item_3z932q"",""size"":""XXL"",""tags"":[""sports"",""music"",""electronics""],""brand"":""Premium"",""color"":""consumer"",""price"":81.95,""rating"":""2.2"",""weight"":5.45,""material"":""Plastic"",""inventory"":965,""dimensions"":{""width"":137,""height"":11,""length"":492},""createdDate"":""2025-09-27T05:02:40.519Z"",""description"":""A premium toys product"",""lastModified"":""2026-03-10T22:47:43.636Z""}","{""region"":""APAC"",""source"":""User Submission"",""status"":""Archived"",""verified"":false,""confidence"":""71.09"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-25T03:53:28.680Z""}",Document,Service,License,Support,1774629224642
8711,5,REC-000711,"{""sku"":""SKU-WD11FHA5"",""upc"":""257450405977"",""name"":""Item_b06dyf"",""size"":""L"",""tags"":[""electronics"",""toys"",""books"",""toys"",""clothing""],""brand"":""BrandD"",""color"":""large"",""price"":68.15,""rating"":""0.6"",""weight"":22.16,""material"":""Wool"",""inventory"":486,""dimensions"":{""width"":111,""height"":418,""length"":349},""createdDate"":""2025-12-18T11:44:40.031Z"",""description"":""A standard books product"",""lastModified"":""2026-03-20T05:46:26.290Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Pending"",""verified"":false,""confidence"":""60.66"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-02-27T17:41:30.717Z""}",Document,Document,Certificate,License,1774629224642
8712,5,REC-000712,"{""sku"":""SKU-YU8TRNSL"",""upc"":""969569946195"",""name"":""Item_eshas"",""size"":""One Size"",""tags"":[""art"",""art"",""furniture""],""brand"":""Premium"",""color"":""standard"",""price"":68.87,""rating"":""2.3"",""weight"":11.66,""material"":""Cotton"",""inventory"":320,""dimensions"":{""width"":411,""height"":344,""length"":131},""createdDate"":""2025-05-09T18:16:48.904Z"",""description"":""A basic food product"",""lastModified"":""2026-03-07T07:05:16.928Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Review"",""verified"":true,""confidence"":""47.24"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-03-21T04:44:29.203Z""}",Complaint,Complaint,Communication,Privacy,1774629224642
8713,5,REC-000713,"{""sku"":""SKU-4AKZ169L"",""upc"":""582487676019"",""name"":""Item_pnj2q"",""size"":""One Size"",""tags"":[""food""],""brand"":""BrandA"",""color"":""blue"",""price"":2.44,""rating"":""4.8"",""weight"":62.42,""material"":""Cotton"",""inventory"":590,""dimensions"":{""width"":357,""height"":34,""length"":74},""createdDate"":""2026-03-24T16:07:02.567Z"",""description"":""A deluxe home product"",""lastModified"":""2026-03-06T09:13:06.644Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Archived"",""verified"":true,""confidence"":""91.78"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-14T14:43:50.621Z""}",Alert,Payment,Reminder,Debit Card,1774629224642
8714,5,REC-000714,"{""sku"":""SKU-GKUV7BND"",""upc"":""72011676162"",""name"":""Item_iij7l"",""size"":""L"",""tags"":[""sports"",""books"",""art""],""brand"":""Store Brand"",""color"":""red"",""price"":34.24,""rating"":""1.4"",""weight"":70.46,""material"":""Glass"",""inventory"":236,""dimensions"":{""width"":52,""height"":211,""length"":242},""createdDate"":""2025-09-03T13:44:11.694Z"",""description"":""A professional food product"",""lastModified"":""2026-03-26T07:19:19.874Z""}","{""region"":""APAC"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":true,""confidence"":""11.21"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-02-25T21:08:09.203Z""}",Content,Content,Document,Comment,1774629224642
8715,5,REC-000715,"{""sku"":""SKU-UM6SSX3S"",""upc"":""948956335514"",""name"":""Item_rzap8o"",""size"":""One Size"",""tags"":[""furniture"",""books"",""furniture"",""music"",""sports""],""brand"":""Luxury"",""color"":""premium"",""price"":96.44,""rating"":""4.9"",""weight"":30.81,""material"":""Wool"",""inventory"":458,""dimensions"":{""width"":453,""height"":11,""length"":130},""createdDate"":""2025-03-30T20:33:37.892Z"",""description"":""A small books product"",""lastModified"":""2026-03-18T13:00:11.171Z""}","{""region"":""LATAM"",""source"":""Web Scrape"",""status"":""Pending"",""verified"":false,""confidence"":""90.33"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-21T06:56:07.252Z""}",Content,Product,Archive,Rental,1774629224642
8716,5,REC-000716,"{""sku"":""SKU-5PJWVKSY"",""upc"":""888962510223"",""name"":""Item_8eth4k"",""size"":""L"",""tags"":[""toys"",""art"",""home"",""art""],""brand"":""BrandD"",""color"":""premium"",""price"":80.3,""rating"":""1.0"",""weight"":98.76,""material"":""Glass"",""inventory"":48,""dimensions"":{""width"":231,""height"":177,""length"":329},""createdDate"":""2025-12-31T11:05:25.069Z"",""description"":""A red food product"",""lastModified"":""2026-03-01T06:24:21.713Z""}","{""region"":""MENA"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":false,""confidence"":""0.85"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-11T07:14:20.660Z""}",Alert,Alert,Performance,Success,1774629224642
8717,5,REC-000717,"{""sku"":""SKU-Y3QXQRJQ"",""upc"":""955374654202"",""name"":""Item_azt0c8"",""size"":""S"",""tags"":[""furniture"",""electronics"",""books""],""brand"":""BrandD"",""color"":""red"",""price"":29.33,""rating"":""1.3"",""weight"":90.18,""material"":""Cotton"",""inventory"":95,""dimensions"":{""width"":417,""height"":278,""length"":132},""createdDate"":""2026-02-19T05:23:43.117Z"",""description"":""A standard furniture product"",""lastModified"":""2026-02-25T21:09:03.260Z""}","{""region"":""APAC"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":false,""confidence"":""65.50"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-21T14:05:40.869Z""}",User,Analytics,Customer,Engagement,1774629224642
8718,5,REC-000718,"{""sku"":""SKU-7LYM1EZ3"",""upc"":""937991440362"",""name"":""Item_m8h67"",""size"":""One Size"",""tags"":[""toys"",""furniture""],""brand"":""Store Brand"",""color"":""blue"",""price"":88.89,""rating"":""2.2"",""weight"":48.87,""material"":""Plastic"",""inventory"":70,""dimensions"":{""width"":477,""height"":97,""length"":338},""createdDate"":""2025-06-11T20:23:07.026Z"",""description"":""A standard home product"",""lastModified"":""2026-02-26T13:39:46.328Z""}","{""region"":""MENA"",""source"":""Web Scrape"",""status"":""Archived"",""verified"":true,""confidence"":""46.45"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-21T17:51:11.468Z""}",Communication,Payment,Alert,Prepaid,1774629224642
8719,5,REC-000719,"{""sku"":""SKU-JIHKTFPT"",""upc"":""938324285185"",""name"":""Item_lrr3gg"",""size"":""XS"",""tags"":[""sports"",""art""],""brand"":""Luxury"",""color"":""professional"",""price"":69.24,""rating"":""1.8"",""weight"":20.87,""material"":""Silk"",""inventory"":321,""dimensions"":{""width"":349,""height"":364,""length"":213},""createdDate"":""2026-03-07T07:07:05.592Z"",""description"":""A red electronics product"",""lastModified"":""2026-03-15T11:41:46.009Z""}","{""region"":""US"",""source"":""API"",""status"":""Archived"",""verified"":true,""confidence"":""1.54"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-20T13:07:56.195Z""}",Content,Feedback,Presentation,Bug Report,1774629224642
8720,5,REC-000720,"{""sku"":""SKU-UJ28IHZ3"",""upc"":""496990628427"",""name"":""Item_szz7y"",""size"":""XXL"",""tags"":[""clothing""],""brand"":""BrandB"",""color"":""deluxe"",""price"":84.45,""rating"":""3.4"",""weight"":78.15,""material"":""Cotton"",""inventory"":834,""dimensions"":{""width"":196,""height"":281,""length"":256},""createdDate"":""2026-02-18T19:31:38.340Z"",""description"":""A professional clothing product"",""lastModified"":""2026-03-17T23:52:26.444Z""}","{""region"":""US"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":false,""confidence"":""27.82"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-02-28T21:00:25.247Z""}",System,Product,Network,Limited,1774629224642
8721,5,REC-000721,"{""sku"":""SKU-KC6FV806"",""upc"":""59304725930"",""name"":""Item_7lxtlj"",""size"":""One Size"",""tags"":[""electronics"",""toys""],""brand"":""BrandC"",""color"":""basic"",""price"":71.43,""rating"":""3.5"",""weight"":66.36,""material"":""Polyester"",""inventory"":704,""dimensions"":{""width"":429,""height"":413,""length"":27},""createdDate"":""2026-03-07T05:39:29.545Z"",""description"":""A premium clothing product"",""lastModified"":""2026-03-07T10:34:34.623Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Pending"",""verified"":true,""confidence"":""83.21"",""department"":""Marketing"",""dataQuality"":""Low"",""lastChecked"":""2026-03-11T00:16:45.987Z""}",Product,Product,Licensed,Exclusive,1774629224642
8722,5,REC-000722,"{""sku"":""SKU-GBNB55AY"",""upc"":""325790898262"",""name"":""Item_c9hjw9f"",""size"":""XL"",""tags"":[""furniture"",""home""],""brand"":""Budget"",""color"":""professional"",""price"":38.26,""rating"":""0.8"",""weight"":44.2,""material"":""Plastic"",""inventory"":54,""dimensions"":{""width"":268,""height"":328,""length"":435},""createdDate"":""2025-05-29T23:46:41.494Z"",""description"":""A premium clothing product"",""lastModified"":""2026-03-02T04:35:15.944Z""}","{""region"":""LATAM"",""source"":""User Submission"",""status"":""Active"",""verified"":true,""confidence"":""40.71"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-09T08:12:30.511Z""}",Account,Account,Premium,Developer,1774629224642
8723,5,REC-000723,"{""sku"":""SKU-RB7835ZB"",""upc"":""929671338941"",""name"":""Item_hq3qfw"",""size"":""S"",""tags"":[""books"",""art"",""electronics"",""furniture""],""brand"":""BrandA"",""color"":""professional"",""price"":98.82,""rating"":""3.5"",""weight"":81.51,""material"":""Silk"",""inventory"":542,""dimensions"":{""width"":244,""height"":434,""length"":259},""createdDate"":""2025-05-10T10:26:48.395Z"",""description"":""A large clothing product"",""lastModified"":""2026-03-18T02:59:04.533Z""}","{""region"":""MENA"",""source"":""Web Scrape"",""status"":""Pending"",""verified"":false,""confidence"":""62.67"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-26T19:13:46.738Z""}",Alert,Transaction,Warning,Subscription,1774629224642
8724,5,REC-000724,"{""sku"":""SKU-290PN5MU"",""upc"":""948260640346"",""name"":""Item_evpzw"",""size"":""L"",""tags"":[""clothing""],""brand"":""Premium"",""color"":""small"",""price"":69.84,""rating"":""1.5"",""weight"":61.66,""material"":""Wool"",""inventory"":543,""dimensions"":{""width"":262,""height"":295,""length"":154},""createdDate"":""2026-02-02T12:09:23.754Z"",""description"":""A red food product"",""lastModified"":""2026-03-24T23:01:35.049Z""}","{""region"":""MENA"",""source"":""User Submission"",""status"":""Active"",""verified"":true,""confidence"":""64.04"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-23T07:26:14.561Z""}",Alert,Alert,Performance,Error,1774629224642
8725,5,REC-000725,"{""sku"":""SKU-O7QQHLNR"",""upc"":""573821875349"",""name"":""Item_d3fgwq"",""size"":""XS"",""tags"":[""food"",""home""],""brand"":""BrandC"",""color"":""consumer"",""price"":64.61,""rating"":""2.0"",""weight"":25.81,""material"":""Nylon"",""inventory"":437,""dimensions"":{""width"":450,""height"":239,""length"":379},""createdDate"":""2026-03-08T01:33:33.520Z"",""description"":""A small food product"",""lastModified"":""2026-03-05T14:41:18.689Z""}","{""region"":""LATAM"",""source"":""Web Scrape"",""status"":""Active"",""verified"":true,""confidence"":""0.38"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-02T09:40:31.928Z""}",System,System,Logging,Storage,1774629224642
8726,5,REC-000726,"{""sku"":""SKU-YGG2D5XU"",""upc"":""570344540613"",""name"":""Item_39mar"",""size"":""One Size"",""tags"":[""home"",""sports"",""toys"",""sports""],""brand"":""BrandC"",""color"":""basic"",""price"":65.26,""rating"":""4.2"",""weight"":64.55,""material"":""Silk"",""inventory"":421,""dimensions"":{""width"":383,""height"":435,""length"":416},""createdDate"":""2026-01-20T18:16:55.674Z"",""description"":""A small clothing product"",""lastModified"":""2026-03-02T03:06:22.753Z""}","{""region"":""US"",""source"":""Import"",""status"":""Archived"",""verified"":true,""confidence"":""68.33"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-02-25T17:58:22.665Z""}",Support,Support,In Person,Community,1774629224642
8727,5,REC-000727,"{""sku"":""SKU-23YI2HLT"",""upc"":""748999185456"",""name"":""Item_z34luh"",""size"":""One Size"",""tags"":[""furniture""],""brand"":""Luxury"",""color"":""premium"",""price"":88.91,""rating"":""4.9"",""weight"":34.49,""material"":""Silk"",""inventory"":481,""dimensions"":{""width"":3,""height"":32,""length"":464},""createdDate"":""2026-02-10T14:24:48.513Z"",""description"":""A standard sports product"",""lastModified"":""2026-03-19T18:39:15.135Z""}","{""region"":""EU"",""source"":""User Submission"",""status"":""Archived"",""verified"":false,""confidence"":""96.68"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-27T15:02:55.915Z""}",Document,Document,Policy,Terms,1774629224642
8728,5,REC-000728,"{""sku"":""SKU-1RTQ99F4"",""upc"":""445303982765"",""name"":""Item_ihhp4"",""size"":""XL"",""tags"":[""home""],""brand"":""BrandB"",""color"":""standard"",""price"":2.61,""rating"":""2.2"",""weight"":56.32,""material"":""Leather"",""inventory"":145,""dimensions"":{""width"":320,""height"":450,""length"":469},""createdDate"":""2026-03-17T15:18:04.506Z"",""description"":""A consumer home product"",""lastModified"":""2026-03-01T21:45:53.883Z""}","{""region"":""EU"",""source"":""User Submission"",""status"":""Active"",""verified"":true,""confidence"":""74.80"",""department"":""Sales"",""dataQuality"":""Low"",""lastChecked"":""2026-03-26T17:29:19.642Z""}",Service,Service,Installation,Delivery,1774629224642
8729,5,REC-000729,"{""sku"":""SKU-D50FFDN9"",""upc"":""457000271556"",""name"":""Item_1jxupl"",""size"":""One Size"",""tags"":[""music"",""music"",""food"",""electronics""],""brand"":""Generic"",""color"":""basic"",""price"":34.11,""rating"":""3.9"",""weight"":43.99,""material"":""Metal"",""inventory"":76,""dimensions"":{""width"":183,""height"":97,""length"":498},""createdDate"":""2026-03-21T06:37:02.776Z"",""description"":""A consumer clothing product"",""lastModified"":""2026-03-12T16:19:57.504Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Active"",""verified"":false,""confidence"":""26.91"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-03T04:10:24.621Z""}",Payment,Payment,Subscription,Gift Card,1774629224642
8730,5,REC-000730,"{""sku"":""SKU-KVRZM79Z"",""upc"":""291808212507"",""name"":""Item_83mtc"",""size"":""M"",""tags"":[""furniture"",""food"",""books""],""brand"":""BrandD"",""color"":""professional"",""price"":18.77,""rating"":""2.4"",""weight"":66.95,""material"":""Wool"",""inventory"":815,""dimensions"":{""width"":331,""height"":436,""length"":130},""createdDate"":""2025-04-05T16:12:12.832Z"",""description"":""A large art product"",""lastModified"":""2026-03-18T14:29:38.725Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Active"",""verified"":false,""confidence"":""4.79"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-17T15:51:15.063Z""}",Transaction,Transaction,Promotion,Coupon,1774629224642
8731,5,REC-000731,"{""sku"":""SKU-3TSARZ07"",""upc"":""325990755565"",""name"":""Item_4g8dvr"",""size"":""M"",""tags"":[""art""],""brand"":""BrandC"",""color"":""blue"",""price"":66.2,""rating"":""4.7"",""weight"":18.2,""material"":""Cotton"",""inventory"":442,""dimensions"":{""width"":70,""height"":482,""length"":268},""createdDate"":""2025-06-18T22:44:13.466Z"",""description"":""A professional food product"",""lastModified"":""2026-03-17T21:48:39.079Z""}","{""region"":""EU"",""source"":""API"",""status"":""Active"",""verified"":false,""confidence"":""25.43"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-17T00:14:01.522Z""}",Analytics,Analytics,Traffic,User,1774629224642
8732,5,REC-000732,"{""sku"":""SKU-7NS3Q8DG"",""upc"":""190610721473"",""name"":""Item_jjy5la"",""size"":""S"",""tags"":[""sports"",""sports""],""brand"":""BrandD"",""color"":""premium"",""price"":26.34,""rating"":""4.3"",""weight"":40.84,""material"":""Glass"",""inventory"":588,""dimensions"":{""width"":379,""height"":495,""length"":168},""createdDate"":""2025-09-30T03:17:23.785Z"",""description"":""A basic toys product"",""lastModified"":""2026-03-20T01:52:20.566Z""}","{""region"":""US"",""source"":""Manual Entry"",""status"":""Review"",""verified"":false,""confidence"":""84.13"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-22T22:37:46.736Z""}",Payment,Payment,Check,COD,1774629224642
8733,5,REC-000733,"{""sku"":""SKU-VK7EZ9CA"",""upc"":""325591665489"",""name"":""Item_4w5fnd"",""size"":""XL"",""tags"":[""books"",""food"",""books""],""brand"":""BrandE"",""color"":""consumer"",""price"":93.57,""rating"":""1.1"",""weight"":83.09,""material"":""Plastic"",""inventory"":103,""dimensions"":{""width"":447,""height"":418,""length"":366},""createdDate"":""2025-12-26T05:55:36.627Z"",""description"":""A premium clothing product"",""lastModified"":""2026-02-28T02:13:37.752Z""}","{""region"":""LATAM"",""source"":""Import"",""status"":""Archived"",""verified"":false,""confidence"":""51.41"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-21T21:43:05.389Z""}",User,User,Free,Admin,1774629224642
8734,5,REC-000734,"{""sku"":""SKU-8YTYRJ24"",""upc"":""704281599889"",""name"":""Item_munr2"",""size"":""XS"",""tags"":[""electronics"",""music"",""sports"",""music""],""brand"":""BrandC"",""color"":""consumer"",""price"":24.83,""rating"":""2.5"",""weight"":0.05,""material"":""Silk"",""inventory"":25,""dimensions"":{""width"":446,""height"":7,""length"":399},""createdDate"":""2025-12-11T04:22:32.099Z"",""description"":""A deluxe food product"",""lastModified"":""2026-03-25T06:42:32.736Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Active"",""verified"":true,""confidence"":""59.12"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-10T20:35:18.676Z""}",Analytics,Analytics,Retention,Revenue,1774629224642
8735,5,REC-000735,"{""sku"":""SKU-HAAPAQ2H"",""upc"":""531777024672"",""name"":""Item_bw1bhn"",""size"":""XXL"",""tags"":[""toys"",""art"",""home""],""brand"":""Generic"",""color"":""professional"",""price"":9.69,""rating"":""3.9"",""weight"":14.48,""material"":""Wood"",""inventory"":940,""dimensions"":{""width"":352,""height"":376,""length"":339},""createdDate"":""2025-10-15T19:57:44.848Z"",""description"":""A consumer books product"",""lastModified"":""2026-03-17T11:39:24.608Z""}","{""region"":""US"",""source"":""Import"",""status"":""Pending"",""verified"":false,""confidence"":""88.31"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-02T19:18:52.944Z""}",Shipping,Shipping,Fragile,Temperature Controlled,1774629224642
8736,5,REC-000736,"{""sku"":""SKU-7XIVNMXT"",""upc"":""544509824969"",""name"":""Item_bcj558"",""size"":""XXL"",""tags"":[""toys"",""toys"",""music""],""brand"":""Premium"",""color"":""consumer"",""price"":53.93,""rating"":""3.0"",""weight"":74.61,""material"":""Wood"",""inventory"":411,""dimensions"":{""width"":487,""height"":47,""length"":473},""createdDate"":""2025-05-27T20:26:59.979Z"",""description"":""A basic clothing product"",""lastModified"":""2026-03-11T20:05:19.964Z""}","{""region"":""EU"",""source"":""API"",""status"":""Review"",""verified"":true,""confidence"":""5.80"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-26T11:54:20.467Z""}",System,Event,Storage,Conference,1774629224642
8737,5,REC-000737,"{""sku"":""SKU-VEX7XEGI"",""upc"":""396195087435"",""name"":""Item_3q8jjc"",""size"":""One Size"",""tags"":[""electronics"",""home""],""brand"":""Generic"",""color"":""basic"",""price"":88.87,""rating"":""1.7"",""weight"":56.15,""material"":""Wood"",""inventory"":403,""dimensions"":{""width"":147,""height"":217,""length"":119},""createdDate"":""2025-07-31T12:30:50.855Z"",""description"":""A standard art product"",""lastModified"":""2026-03-17T09:16:15.319Z""}","{""region"":""LATAM"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""96.43"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-12T16:07:59.038Z""}",Document,Document,Manual,Certificate,1774629224642
8738,5,REC-000738,"{""sku"":""SKU-J5TLCWXW"",""upc"":""195322143226"",""name"":""Item_bydr3q"",""size"":""One Size"",""tags"":[""music"",""food"",""home"",""food""],""brand"":""Luxury"",""color"":""red"",""price"":82.66,""rating"":""4.3"",""weight"":22.01,""material"":""Cotton"",""inventory"":4,""dimensions"":{""width"":485,""height"":162,""length"":377},""createdDate"":""2026-03-18T23:41:02.040Z"",""description"":""A red clothing product"",""lastModified"":""2026-03-18T10:59:07.971Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Pending"",""verified"":true,""confidence"":""0.75"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-05T12:06:37.811Z""}",Security,Account,SSL,Suspended,1774629224642
